"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C02_001E","S1901_C02_001M","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C01_002E","S1901_C01_002M","S1901_C02_002E","S1901_C02_002M","S1901_C03_002E","S1901_C03_002M","S1901_C04_002E","S1901_C04_002M","S1901_C01_003E","S1901_C01_003M","S1901_C02_003E","S1901_C02_003M","S1901_C03_003E","S1901_C03_003M","S1901_C04_003E","S1901_C04_003M","S1901_C01_004E","S1901_C01_004M","S1901_C02_004E","S1901_C02_004M","S1901_C03_004E","S1901_C03_004M","S1901_C04_004E","S1901_C04_004M","S1901_C01_005E","S1901_C01_005M","S1901_C02_005E","S1901_C02_005M","S1901_C03_005E","S1901_C03_005M","S1901_C04_005E","S1901_C04_005M","S1901_C01_006E","S1901_C01_006M","S1901_C02_006E","S1901_C02_006M","S1901_C03_006E","S1901_C03_006M","S1901_C04_006E","S1901_C04_006M","S1901_C01_007E","S1901_C01_007M","S1901_C02_007E","S1901_C02_007M","S1901_C03_007E","S1901_C03_007M","S1901_C04_007E","S1901_C04_007M","S1901_C01_008E","S1901_C01_008M","S1901_C02_008E","S1901_C02_008M","S1901_C03_008E","S1901_C03_008M","S1901_C04_008E","S1901_C04_008M","S1901_C01_009E","S1901_C01_009M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C01_010E","S1901_C01_010M","S1901_C02_010E","S1901_C02_010M","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C01_011E","S1901_C01_011M","S1901_C02_011E","S1901_C02_011M","S1901_C03_011E","S1901_C03_011M","S1901_C04_011E","S1901_C04_011M","S1901_C01_012E","S1901_C01_012M","S1901_C02_012E","S1901_C02_012M","S1901_C03_012E","S1901_C03_012M","S1901_C04_012E","S1901_C04_012M","S1901_C01_013E","S1901_C01_013M","S1901_C02_013E","S1901_C02_013M","S1901_C03_013E","S1901_C03_013M","S1901_C04_013E","S1901_C04_013M","S1901_C01_014E","S1901_C01_014M","S1901_C02_014E","S1901_C02_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C04_014M","S1901_C01_015E","S1901_C01_015M","S1901_C02_015E","S1901_C02_015M","S1901_C03_015E","S1901_C03_015M","S1901_C04_015E","S1901_C04_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M"
"0500000US23019","Penobscot County, Maine","61578","709","37841","677","28520","627","23737","771","7.6","0.6","4.0","0.7","1.2","0.3","14.6","1.3","6.5","0.7","3.5","0.7","1.5","0.4","12.3","1.2","12.1","0.8","6.1","0.8","3.3","0.5","22.3","1.8","10.9","0.8","9.9","0.9","8.0","0.8","12.7","1.1","13.4","1.0","13.4","1.1","13.2","1.1","13.5","1.4","18.3","1.0","21.5","1.5","22.8","1.6","13.4","1.2","12.9","1.0","17.2","1.4","19.3","1.6","5.2","0.9","12.0","0.8","15.7","1.2","19.5","1.4","4.1","0.8","3.3","0.4","4.6","0.7","5.9","0.9","0.9","0.4","3.0","0.5","4.1","0.7","5.3","0.8","1.1","0.4","49374","1640","63874","1886","74977","2070","25538","1432","64604","1726","78196","2208","89890","2776","39237","2285","29.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.4","(X)"
"0500000US23021","Piscataquis County, Maine","7357","213","4558","236","3605","211","2799","219","7.9","1.7","4.1","1.2","2.3","1.1","15.9","3.8","10.5","1.6","4.0","1.6","1.7","1.0","22.3","4.0","12.8","1.7","9.9","1.6","6.0","1.7","18.6","3.1","13.1","1.6","11.6","1.8","10.4","1.8","14.5","3.2","16.3","1.8","18.0","2.4","19.3","3.0","13.7","2.9","19.5","1.9","24.9","2.7","26.7","3.2","8.9","2.1","8.7","1.6","11.9","2.2","14.3","2.9","3.0","1.5","7.5","1.5","10.8","2.4","13.4","2.9","1.8","1.0","1.9","0.6","2.3","1.0","2.8","1.2","0.8","0.5","1.8","0.6","2.5","1.0","3.1","1.2","0.5","0.7","39470","1873","51579","2279","58388","4047","19899","2687","52700","2540","64239","3382","N","N","31166","3282","29.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.6","(X)"
"0500000US23023","Sagadahoc County, Maine","15833","281","10293","345","8235","352","5540","328","4.9","1.2","3.3","1.2","0.3","0.2","9.7","2.9","4.2","1.2","1.3","0.6","0.6","0.4","9.4","3.0","8.3","1.4","5.4","1.4","3.1","1.3","14.5","3.8","9.8","1.9","7.8","1.9","5.9","1.5","15.0","4.1","12.4","2.0","11.4","2.2","9.9","2.2","14.7","3.8","20.4","2.4","20.9","2.7","20.7","2.8","17.6","3.7","16.3","1.9","18.8","2.5","22.4","3.0","9.6","2.4","15.5","1.7","20.3","2.4","23.6","2.9","6.2","2.1","4.9","1.0","6.2","1.5","7.8","1.9","2.1","1.2","3.4","0.9","4.6","1.2","5.7","1.5","1.2","0.7","62131","2508","74867","3094","86491","3023","36729","4631","77034","3740","89642","4714","N","N","50231","4124","25.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.6","(X)"
"0500000US23025","Somerset County, Maine","21533","354","13759","386","10422","398","7774","420","9.1","1.2","5.0","1.0","3.2","1.2","17.3","2.7","8.7","1.2","3.6","0.9","1.7","0.6","18.5","3.0","13.2","1.4","8.8","1.5","5.2","1.1","22.3","3.1","11.7","1.3","12.1","1.6","10.7","1.5","12.3","2.2","14.0","1.3","14.7","1.7","14.7","1.9","11.9","2.2","20.2","1.5","24.7","2.1","25.9","2.6","10.5","2.1","10.8","1.2","14.0","1.6","17.1","2.0","4.5","1.3","8.3","0.9","11.6","1.3","14.7","1.6","1.7","0.8","2.6","0.5","3.2","0.8","3.8","0.9","0.9","0.6","1.5","0.5","2.3","0.8","3.0","1.0","0.1","0.1","42491","2161","54710","2246","65479","1988","20535","1473","54655","1760","66720","2574","N","N","30167","1658","30.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.5","(X)"
"0500000US23027","Waldo County, Maine","17067","310","11011","323","8798","309","6056","345","6.1","1.0","3.4","1.1","0.6","0.3","13.1","2.3","4.8","0.9","2.5","0.8","1.2","0.4","9.6","2.2","12.5","1.4","6.9","1.0","6.5","1.1","22.2","3.3","10.7","1.2","9.4","1.4","7.5","1.5","13.9","2.4","14.4","1.4","16.4","2.0","14.2","2.0","12.3","2.2","20.0","1.4","21.0","1.6","22.5","1.7","16.9","2.8","14.4","1.2","18.0","1.6","20.7","1.9","7.3","1.7","11.9","1.3","16.1","1.9","19.1","2.2","2.2","0.8","2.4","0.6","3.1","0.9","3.7","1.2","0.9","0.6","2.8","0.6","3.2","0.8","3.9","1.1","1.6","0.7","51564","1933","63127","2720","72194","2721","28400","3582","66690","2635","75879","3018","84317","3585","45853","5743","28.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.3","(X)"
"0500000US23029","Washington County, Maine","13806","246","8612","250","6527","211","5194","225","9.5","1.1","5.3","0.8","1.8","0.5","18.7","2.3","7.6","0.8","4.5","1.1","2.0","0.5","13.5","1.9","13.7","1.2","8.7","1.0","6.2","1.0","22.0","2.7","12.7","1.0","12.4","1.3","11.3","1.4","13.7","1.6","14.5","1.2","15.1","1.6","14.9","1.9","12.9","1.4","19.3","1.1","23.4","1.7","26.4","1.9","11.7","1.6","10.6","0.9","13.7","1.4","16.2","1.7","4.2","0.8","8.8","0.9","12.4","1.3","15.4","1.5","2.2","0.7","1.9","0.4","2.6","0.6","3.3","0.8","0.6","0.4","1.4","0.3","1.9","0.5","2.4","0.6","0.5","0.3","41384","1570","53960","1769","62945","2673","22221","1100","55594","3295","67943","5260","78475","6520","32353","1432","30.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.9","(X)"
"0500000US23031","York County, Maine","84648","780","54861","945","43807","1078","29787","990","3.7","0.5","1.6","0.4","0.3","0.2","8.2","1.3","4.4","0.5","1.7","0.4","1.0","0.4","9.6","1.3","8.2","0.6","4.6","0.6","3.1","0.6","15.5","1.4","8.9","0.7","7.2","0.8","5.1","0.8","12.9","1.4","12.6","0.9","11.2","0.9","9.7","0.9","15.5","1.5","19.2","0.9","20.0","1.0","19.5","1.1","17.9","1.5","14.6","0.9","17.0","1.1","18.5","1.3","9.1","1.4","17.5","0.8","22.1","1.2","25.3","1.4","7.8","1.1","5.7","0.5","7.8","0.8","9.4","0.9","1.2","0.4","5.2","0.5","6.8","0.6","8.0","0.8","2.3","0.6","65538","1510","79677","2043","90804","2125","38096","1747","83393","2086","97139","2645","106379","2854","55048","3175","28.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.8","(X)"
"0500000US24001","Allegany County, Maryland","27837","467","17108","427","12783","397","10729","440","9.0","1.2","4.8","1.0","1.5","0.6","16.9","2.6","6.8","1.0","3.3","0.9","1.5","0.5","12.7","1.9","11.9","1.0","7.1","1.1","4.8","1.0","20.4","1.9","11.8","1.0","10.2","1.3","8.9","1.4","14.1","1.7","16.1","1.4","17.4","1.6","17.2","1.8","13.2","2.1","18.6","1.4","20.5","1.8","21.3","2.0","15.3","1.9","10.8","0.9","15.4","1.5","18.1","1.8","3.2","0.8","10.2","0.9","14.6","1.3","18.2","1.7","3.2","0.8","2.8","0.6","4.0","0.8","5.1","1.1","0.2","0.2","1.9","0.4","2.7","0.6","3.4","0.8","0.8","0.4","44065","1148","59383","2532","68405","2431","25023","1414","58382","1700","71684","2628","N","N","35250","1997","29.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.2","(X)"
"0500000US24003","Anne Arundel County, Maryland","207599","1249","144902","1510","111291","1459","62697","1478","2.9","0.3","1.7","0.3","0.7","0.2","6.4","0.7","1.8","0.2","1.0","0.2","0.5","0.2","4.1","0.6","4.0","0.3","2.5","0.3","1.0","0.2","8.2","0.8","4.8","0.4","3.2","0.4","2.1","0.3","8.6","0.8","8.7","0.5","7.2","0.6","5.0","0.5","13.9","1.1","15.2","0.5","13.6","0.6","11.6","0.7","19.2","1.2","13.7","0.5","13.7","0.5","13.4","0.6","12.9","1.0","22.0","0.5","24.1","0.6","25.9","0.9","16.1","0.9","12.8","0.5","15.1","0.6","17.6","0.7","6.7","0.7","14.1","0.5","17.8","0.7","22.1","0.9","4.1","0.5","97810","1299","112549","2095","130393","2156","61764","1828","120607","1646","136551","2238","153907","2559","77630","1828","32.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.8","(X)"
"0500000US24005","Baltimore County, Maryland","312913","1531","204006","1869","144071","1720","108907","1633","4.6","0.3","2.3","0.2","0.9","0.2","9.6","0.7","2.7","0.2","1.5","0.2","0.7","0.1","5.1","0.4","6.8","0.3","4.2","0.3","2.2","0.3","12.4","0.7","7.2","0.3","5.6","0.3","3.7","0.3","10.7","0.7","11.4","0.4","9.7","0.5","7.1","0.4","15.4","0.8","17.9","0.5","16.6","0.6","14.3","0.6","20.6","0.7","13.6","0.4","14.5","0.5","14.9","0.5","11.2","0.7","18.6","0.5","22.8","0.6","26.3","0.8","9.6","0.6","8.7","0.3","11.2","0.4","14.4","0.5","3.1","0.3","8.6","0.3","11.6","0.4","15.4","0.5","2.3","0.3","74127","922","92125","1220","110151","1612","46571","1066","98607","1163","116874","1550","136777","1860","60315","1530","38.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.8","(X)"
"0500000US24009","Calvert County, Maryland","31726","434","23947","547","18535","565","7779","511","2.4","0.7","1.5","0.6","0.7","0.5","5.8","2.0","1.7","0.4","0.5","0.3","0.4","0.2","5.4","1.5","3.2","0.6","2.0","0.7","0.7","0.2","7.9","1.8","4.1","0.8","3.3","0.9","1.8","0.6","8.6","2.2","7.9","1.0","6.6","1.2","4.9","1.1","12.6","2.4","13.9","1.4","12.6","1.4","11.0","1.6","18.6","2.8","14.0","1.2","14.3","1.4","13.8","1.6","13.7","3.1","22.8","1.5","25.4","1.9","25.8","2.2","14.7","3.0","15.7","1.5","17.3","1.6","20.3","2.0","8.2","2.1","14.3","1.5","16.4","1.7","20.6","2.1","4.6","1.9","104301","3548","117995","4849","132279","3742","62207","4778","122464","3432","131110","3662","145398","3890","84622","8320","31.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.4","(X)"
"0500000US24011","Caroline County, Maryland","12081","233","8755","272","6353","278","3326","239","5.5","0.9","4.2","1.2","2.1","1.0","10.6","2.5","4.0","1.0","3.2","1.0","2.0","1.1","7.4","2.0","10.0","1.7","8.0","1.9","5.0","1.5","17.1","3.5","9.7","1.4","8.5","1.5","6.4","1.5","14.4","3.2","14.6","2.1","12.1","2.0","9.1","1.7","18.6","4.7","19.9","2.2","20.6","2.8","20.7","3.2","17.4","3.6","12.8","1.6","14.7","2.0","17.8","2.6","7.8","2.6","14.9","2.0","18.1","2.4","22.7","3.1","4.3","1.8","4.5","1.0","5.3","1.2","7.1","1.7","1.9","1.2","4.1","1.0","5.3","1.4","7.1","1.8","0.5","0.6","54956","2419","65934","5252","82170","4552","35506","4539","73806","3409","83136","4618","N","N","44157","3189","39.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.2","(X)"
"0500000US24013","Carroll County, Maryland","60450","428","45150","643","37704","675","15300","638","3.0","0.5","1.6","0.4","0.9","0.4","8.1","1.2","1.9","0.3","0.7","0.3","0.4","0.2","5.4","1.1","5.4","0.5","2.2","0.4","1.3","0.3","15.6","1.6","5.1","0.5","3.4","0.5","2.2","0.3","10.7","1.4","9.2","0.7","7.1","0.7","5.9","0.6","15.7","1.9","14.2","0.7","12.6","0.9","11.6","0.9","19.4","1.9","14.6","0.9","15.9","1.1","15.6","1.2","10.8","1.6","22.5","1.0","26.8","1.1","28.6","1.2","9.3","1.6","13.1","0.8","15.9","1.0","17.8","1.1","3.6","0.8","11.0","0.7","13.8","0.9","15.7","1.0","1.6","0.6","93363","1867","110042","1980","120368","2765","44070","2551","111101","2323","127271","2864","136473","3123","58179","3023","29.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.9","(X)"
"0500000US24015","Cecil County, Maryland","36930","609","26001","683","19815","701","10929","640","4.0","0.8","2.3","0.6","1.1","0.4","8.8","2.2","3.0","0.6","1.4","0.5","0.9","0.6","7.1","1.6","7.5","1.0","5.3","1.1","2.1","0.8","14.3","2.7","8.2","1.1","6.3","1.2","4.1","1.0","13.4","2.2","11.2","1.1","9.9","1.3","8.3","1.2","14.5","2.7","17.7","1.4","16.4","1.5","16.0","1.8","20.0","2.7","14.9","1.4","16.4","1.7","17.3","2.0","10.8","2.3","19.7","1.4","24.6","1.9","28.8","2.1","7.3","2.0","8.0","0.9","10.2","1.2","12.7","1.6","2.1","0.9","5.7","1.0","7.2","1.3","8.7","1.7","1.8","0.9","72845","2208","87353","3942","100136","3771","41778","2677","87522","2662","99782","3219","112186","3984","54532","3503","32.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.0","(X)"
"0500000US24017","Charles County, Maryland","55903","474","41332","713","29659","933","14571","638","3.8","0.6","2.4","0.6","0.9","0.4","8.9","1.7","1.7","0.4","1.2","0.4","0.3","0.2","3.6","0.9","4.2","0.5","2.8","0.6","1.5","0.5","8.7","1.5","5.3","0.6","4.4","0.8","3.3","0.7","8.4","1.7","8.2","0.8","6.6","0.9","4.6","0.9","13.0","2.0","14.9","1.1","14.5","1.4","11.6","1.4","17.6","2.2","14.2","1.1","14.1","1.3","12.8","1.4","15.8","2.3","23.4","1.2","24.9","1.4","27.1","1.6","17.3","2.3","12.9","1.0","15.0","1.2","18.7","1.6","4.8","1.0","11.5","0.7","14.3","0.9","19.1","1.2","2.0","0.8","95924","2651","107486","3423","126066","3801","59388","3106","109980","2358","121256","2735","139254","3205","70977","3919","40.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.5","(X)"
"0500000US24019","Dorchester County, Maryland","13264","309","8778","331","5769","278","4486","314","7.0","1.3","4.2","1.1","0.6","0.5","13.6","3.3","6.4","1.2","4.2","1.5","0.7","0.5","11.8","2.5","11.1","1.6","7.2","1.6","3.3","1.3","18.4","3.7","9.4","1.3","7.9","1.5","5.7","1.7","13.1","2.4","15.2","1.9","14.0","2.1","12.5","2.1","17.8","3.7","18.4","1.6","20.5","2.2","23.0","2.7","13.9","2.6","12.5","1.6","15.2","2.3","19.1","2.9","7.2","1.8","12.9","1.4","16.9","1.9","22.1","2.5","3.2","1.4","3.2","1.0","4.4","1.5","5.2","1.8","0.0","0.7","3.9","0.8","5.4","1.2","7.7","1.8","1.0","0.9","52145","4243","65795","3398","81124","3758","29261","3297","71473","3691","86608","5627","N","N","38199","3177","46.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","48.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","41.9","(X)"
"0500000US24021","Frederick County, Maryland","91405","596","65287","739","51862","908","26118","885","3.2","0.4","1.6","0.4","0.8","0.2","7.9","1.4","2.2","0.3","0.9","0.3","0.5","0.2","5.5","0.9","4.9","0.4","3.0","0.5","1.6","0.3","10.6","1.2","5.6","0.5","4.4","0.5","3.1","0.4","9.5","1.1","9.4","0.6","7.7","0.8","5.8","0.7","14.3","1.4","15.8","0.8","13.3","0.8","11.5","0.7","21.6","1.8","13.1","0.7","14.0","0.9","14.3","0.9","10.8","1.3","21.5","0.9","24.7","1.1","26.4","1.2","12.6","1.2","12.3","0.6","15.1","0.8","17.6","0.9","4.5","0.8","12.0","0.6","15.2","0.7","18.4","0.9","2.7","0.6","91999","1580","108386","2064","120336","1831","52167","1649","111026","1789","126626","2362","N","N","66184","2321","29.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.3","(X)"
"0500000US24023","Garrett County, Maryland","12073","332","8173","262","6431","287","3900","309","5.2","1.1","2.0","0.7","0.6","0.4","12.2","3.1","5.6","1.2","2.1","0.9","1.4","0.7","13.0","3.1","11.0","1.7","7.8","1.5","4.6","1.4","19.5","3.9","12.5","1.6","11.5","2.0","10.7","2.1","15.3","2.9","16.0","1.7","17.1","1.9","16.2","2.2","14.2","3.6","18.2","1.7","20.9","2.5","20.5","2.5","12.1","2.7","12.2","1.7","14.1","2.3","16.3","2.9","6.8","2.4","13.3","1.5","18.0","2.3","21.8","2.8","3.1","1.3","2.9","0.9","3.4","1.2","3.9","1.5","1.8","1.3","3.0","0.8","3.2","1.0","3.9","1.2","2.1","1.2","49619","1948","60062","3105","69832","5197","28722","2610","65976","2905","75995","3390","84777","4019","42305","5079","35.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.6","(X)"
"0500000US24025","Harford County, Maryland","93286","599","67286","696","53606","800","26000","745","4.0","0.5","2.4","0.5","0.9","0.3","9.7","1.4","3.0","0.4","1.6","0.4","1.0","0.3","7.0","1.0","5.8","0.5","2.7","0.4","1.7","0.4","13.8","1.3","6.0","0.5","4.8","0.5","3.7","0.5","9.6","1.1","9.3","0.7","7.4","0.7","6.1","0.7","14.3","1.4","15.4","0.9","15.1","0.9","12.9","0.9","18.1","1.5","13.5","0.7","14.3","0.8","14.6","1.0","11.0","1.2","21.5","0.8","24.6","1.1","27.0","1.2","11.5","1.3","11.4","0.6","14.4","0.7","17.0","0.9","3.0","0.5","10.0","0.5","12.7","0.6","15.3","0.8","2.0","0.5","85942","1584","103301","1819","116001","2332","45103","2081","104162","1404","118899","1746","131425","2052","60530","2766","33.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.7","(X)"
"0500000US24027","Howard County, Maryland","112966","695","83037","855","67695","963","29929","879","2.5","0.3","1.7","0.3","1.0","0.3","5.2","1.0","2.0","0.3","1.2","0.3","0.4","0.2","4.4","0.8","3.3","0.4","2.0","0.4","1.2","0.3","6.9","1.2","3.7","0.5","2.5","0.4","1.4","0.3","7.2","1.3","5.6","0.5","4.4","0.5","3.5","0.4","9.0","1.2","11.2","0.7","8.7","0.7","6.7","0.7","19.3","1.7","12.8","0.8","11.7","0.8","10.6","0.8","15.9","1.6","21.5","0.8","21.9","0.9","22.1","1.0","19.6","1.6","15.1","0.7","17.7","0.9","19.8","1.1","7.5","0.9","22.3","0.8","28.2","1.0","33.2","1.2","5.0","0.8","117730","2023","139856","2449","156451","3337","72209","2923","144446","2197","164533","2937","181671","3324","84482","2659","27.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.0","(X)"
"0500000US24029","Kent County, Maryland","7910","255","4832","307","3644","274","3078","285","5.5","1.6","3.6","1.7","1.5","1.1","10.1","3.4","4.9","1.6","2.6","1.3","1.5","1.2","8.7","3.4","9.6","2.0","5.2","1.9","2.9","1.5","15.6","3.8","12.3","2.5","9.2","2.1","7.1","2.2","18.1","4.9","12.6","2.6","12.1","3.2","9.1","3.2","14.7","3.5","16.5","2.4","17.3","2.9","17.2","3.6","14.4","4.1","11.2","2.2","13.5","2.8","16.1","3.3","6.6","2.3","14.7","2.3","19.2","3.3","23.8","4.2","6.8","2.4","5.4","1.5","7.5","2.3","8.6","2.6","2.3","1.4","7.2","1.8","9.8","2.4","12.2","3.1","2.6","2.0","56009","3890","75057","9491","87946","7522","32623","4448","82014","5073","101662","7533","N","N","48654","4954","32.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.9","(X)"
"0500000US24031","Montgomery County, Maryland","370227","1452","258811","1667","201891","1847","111416","1549","3.5","0.2","1.9","0.2","0.7","0.1","7.9","0.6","1.9","0.2","1.1","0.2","0.7","0.1","4.0","0.5","3.9","0.2","2.7","0.2","1.6","0.2","7.5","0.5","4.8","0.2","4.2","0.3","2.8","0.3","7.3","0.5","7.6","0.3","6.2","0.3","4.5","0.3","10.9","0.6","13.4","0.4","11.5","0.4","9.7","0.4","17.8","0.9","12.0","0.3","10.7","0.4","9.8","0.4","14.6","0.7","19.3","0.4","20.0","0.5","20.8","0.6","16.5","0.7","12.4","0.3","14.4","0.4","16.2","0.5","6.9","0.5","21.3","0.4","27.2","0.6","33.3","0.7","6.5","0.5","106287","926","126553","1303","148571","1905","65930","1744","144723","1373","166775","1685","189271","2056","87484","1870","28.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.9","(X)"
"0500000US24033","Prince George's County, Maryland","308849","1219","203228","1692","123990","1815","105621","1359","3.7","0.2","2.4","0.2","0.8","0.2","7.0","0.5","2.1","0.2","1.5","0.2","0.5","0.1","3.9","0.4","5.1","0.2","3.8","0.3","2.0","0.3","8.6","0.5","6.5","0.3","5.8","0.4","3.7","0.3","8.9","0.5","10.2","0.4","9.0","0.4","6.4","0.5","13.5","0.7","18.1","0.5","16.1","0.6","13.5","0.6","21.8","0.8","14.7","0.3","14.4","0.4","13.5","0.6","14.6","0.7","20.0","0.4","22.1","0.6","25.3","0.7","14.7","0.5","10.4","0.4","12.9","0.5","16.7","0.7","4.3","0.4","9.3","0.4","12.1","0.5","17.5","0.7","2.6","0.3","81969","837","94697","1150","116725","1401","58299","1290","99499","796","111889","1053","133282","1272","68997","1127","42.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","45.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.3","(X)"
"0500000US24035","Queen Anne's County, Maryland","18148","424","13354","402","11046","400","4794","367","2.6","0.8","1.0","0.5","0.5","0.4","7.7","2.9","2.3","0.8","1.3","0.6","0.6","0.3","6.3","2.2","4.2","0.9","2.3","0.7","1.3","0.6","9.8","2.6","6.7","1.1","4.3","0.9","3.5","0.9","14.8","3.2","9.5","1.2","7.3","1.2","5.6","1.0","15.3","3.7","15.6","1.5","14.5","1.8","13.6","1.9","17.8","3.3","12.8","1.7","14.4","2.1","14.1","2.2","10.9","2.8","24.1","1.9","28.3","2.2","30.1","2.6","10.0","2.8","11.3","1.5","13.8","1.9","15.7","2.2","2.6","1.7","10.9","1.4","12.8","1.8","15.0","2.2","5.0","1.9","92167","4671","108152","3421","118429","5057","46755","3594","111727","4566","127007","5163","N","N","64229","5064","31.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.9","(X)"
"0500000US24037","St. Mary's County, Maryland","40332","424","28405","676","22144","735","11927","660","3.6","0.7","2.3","0.7","0.8","0.4","7.2","1.7","2.5","0.6","1.7","0.5","0.6","0.3","4.9","1.7","5.4","0.8","3.7","0.9","2.1","0.7","10.1","1.8","6.0","1.0","4.6","1.1","2.8","0.9","10.6","2.0","8.9","1.2","7.7","1.4","5.6","1.1","11.1","2.0","14.4","1.4","12.5","1.6","11.0","1.7","20.6","2.9","13.8","1.5","14.6","1.6","14.3","1.9","12.5","2.5","24.5","1.6","27.0","1.9","30.6","2.1","16.8","2.5","11.0","1.1","13.4","1.3","16.3","1.8","3.7","1.1","9.8","0.9","12.6","1.3","15.8","1.7","2.4","1.2","90438","3303","105383","3269","119650","3333","55798","5036","105445","2635","118946","3700","134946","4265","67501","3702","27.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.6","(X)"
