"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C02_001E","S1901_C02_001M","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C01_002E","S1901_C01_002M","S1901_C02_002E","S1901_C02_002M","S1901_C03_002E","S1901_C03_002M","S1901_C04_002E","S1901_C04_002M","S1901_C01_003E","S1901_C01_003M","S1901_C02_003E","S1901_C02_003M","S1901_C03_003E","S1901_C03_003M","S1901_C04_003E","S1901_C04_003M","S1901_C01_004E","S1901_C01_004M","S1901_C02_004E","S1901_C02_004M","S1901_C03_004E","S1901_C03_004M","S1901_C04_004E","S1901_C04_004M","S1901_C01_005E","S1901_C01_005M","S1901_C02_005E","S1901_C02_005M","S1901_C03_005E","S1901_C03_005M","S1901_C04_005E","S1901_C04_005M","S1901_C01_006E","S1901_C01_006M","S1901_C02_006E","S1901_C02_006M","S1901_C03_006E","S1901_C03_006M","S1901_C04_006E","S1901_C04_006M","S1901_C01_007E","S1901_C01_007M","S1901_C02_007E","S1901_C02_007M","S1901_C03_007E","S1901_C03_007M","S1901_C04_007E","S1901_C04_007M","S1901_C01_008E","S1901_C01_008M","S1901_C02_008E","S1901_C02_008M","S1901_C03_008E","S1901_C03_008M","S1901_C04_008E","S1901_C04_008M","S1901_C01_009E","S1901_C01_009M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C01_010E","S1901_C01_010M","S1901_C02_010E","S1901_C02_010M","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C01_011E","S1901_C01_011M","S1901_C02_011E","S1901_C02_011M","S1901_C03_011E","S1901_C03_011M","S1901_C04_011E","S1901_C04_011M","S1901_C01_012E","S1901_C01_012M","S1901_C02_012E","S1901_C02_012M","S1901_C03_012E","S1901_C03_012M","S1901_C04_012E","S1901_C04_012M","S1901_C01_013E","S1901_C01_013M","S1901_C02_013E","S1901_C02_013M","S1901_C03_013E","S1901_C03_013M","S1901_C04_013E","S1901_C04_013M","S1901_C01_014E","S1901_C01_014M","S1901_C02_014E","S1901_C02_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C04_014M","S1901_C01_015E","S1901_C01_015M","S1901_C02_015E","S1901_C02_015M","S1901_C03_015E","S1901_C03_015M","S1901_C04_015E","S1901_C04_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M"
"0500000US29043","Christian County, Missouri","31421","1196","22064","1333","N","N","9357","1352","6.0","2.5","2.7","1.6","N","N","15.3","7.0","2.7","1.2","0.6","0.5","N","N","6.8","3.8","13.3","2.7","6.6","3.2","N","N","28.3","6.1","8.0","2.5","7.8","3.5","N","N","12.2","6.5","14.4","2.6","13.9","3.1","N","N","18.9","6.1","20.5","3.7","22.5","4.2","N","N","11.6","6.2","13.8","2.9","16.3","3.7","N","N","5.3","3.1","14.9","3.7","20.9","4.9","N","N","0.2","0.4","3.4","1.5","4.3","2.0","N","N","1.3","1.7","3.1","1.4","4.3","2.1","N","N","0.2","0.4","56717","4486","68460","6419","78755","5369","24935","7957","70756","5252","84591","6946","N","N","34751","5332","37.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.0","(X)"
"0500000US30049","Lewis and Clark County, Montana","27842","1037","16679","1268","N","N","11163","1232","4.8","2.4","3.9","2.6","N","N","6.9","3.9","4.4","2.1","3.1","2.9","N","N","6.0","3.3","8.3","2.1","4.5","2.6","N","N","15.9","5.0","7.9","2.6","4.6","3.3","N","N","12.5","4.1","10.5","2.9","9.6","3.3","N","N","12.1","4.2","21.3","3.3","20.1","4.2","N","N","23.3","6.0","13.7","2.8","15.2","4.1","N","N","10.6","3.4","19.3","4.0","25.1","5.3","N","N","10.7","5.6","7.3","2.1","10.2","3.5","N","N","1.5","1.4","2.4","1.5","3.6","2.5","N","N","0.5","0.9","65241","5668","85124","12506","99618","5227","46195","7798","77682","5010","92273","7250","N","N","52984","7307","30.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.8","(X)"
"0500000US35025","Lea County, New Mexico","23215","968","16252","1105","N","N","6963","1141","6.2","2.7","6.6","3.1","N","N","10.0","5.9","8.1","3.3","3.1","1.9","N","N","20.7","9.1","7.6","2.5","6.7","2.9","N","N","8.7","3.8","10.5","3.4","7.6","3.4","N","N","16.0","7.8","16.3","4.5","15.7","5.3","N","N","14.4","7.1","19.3","4.3","24.5","6.1","N","N","9.0","5.7","11.5","3.5","11.6","4.8","N","N","11.7","7.7","12.1","3.0","14.9","4.2","N","N","5.5","3.7","5.8","2.4","7.2","3.0","N","N","1.1","1.5","2.6","1.9","2.0","1.9","N","N","3.0","3.8","50871","4798","58952","7270","72237","5369","31893","3708","65330","5484","71541","5629","N","N","46441","9978","35.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.8","(X)"
"0500000US39157","Tuscarawas County, Ohio","36740","1304","23757","1355","N","N","12983","1625","3.5","1.5","1.9","1.2","N","N","7.4","3.8","5.9","1.9","2.8","1.9","N","N","11.5","4.4","12.4","2.6","6.1","2.8","N","N","26.6","6.0","10.7","2.5","10.1","3.7","N","N","12.8","4.6","17.8","3.1","18.6","4.1","N","N","15.3","4.6","16.2","2.6","16.6","3.2","N","N","14.9","5.3","12.6","2.6","14.2","3.0","N","N","6.9","3.6","12.3","2.6","17.1","3.7","N","N","3.5","2.0","5.3","2.0","7.9","3.0","N","N","1.0","1.3","3.2","1.3","4.8","2.1","N","N","0.1","0.1","49658","4208","65071","9615","76567","6137","28524","6485","66384","4461","80914","5715","N","N","37152","3494","30.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.3","(X)"
"0500000US40125","Pottawatomie County, Oklahoma","26714","648","18842","921","13379","922","7872","777","8.3","2.1","6.5","2.2","1.8","1.1","14.8","5.2","7.5","1.8","5.0","1.8","3.8","1.9","13.1","4.7","9.5","1.8","5.2","1.9","3.3","1.7","18.6","4.8","11.9","2.3","9.1","2.2","8.1","2.8","20.7","5.4","14.3","2.2","13.9","2.7","12.7","3.2","14.8","4.2","20.0","2.5","25.5","3.0","25.1","3.8","10.3","3.7","12.7","2.4","14.0","2.6","17.8","3.6","4.5","2.5","11.0","1.9","14.0","2.6","18.4","3.4","2.8","1.9","2.9","1.2","4.0","1.6","5.1","2.3","0.4","0.6","2.0","0.9","2.8","1.3","3.9","1.9","0.0","1.4","48776","2752","58807","3965","69537","6732","27568","3594","60846","4048","71398","5917","N","N","32370","3166","43.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","44.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.0","(X)"
"0500000US45091","York County, South Carolina","100623","2060","67642","2796","49550","2732","32981","2548","5.6","1.4","2.1","0.9","0.6","0.6","13.7","3.3","3.6","1.0","1.4","0.7","0.2","0.2","8.5","2.6","7.6","1.5","4.9","1.6","1.8","0.8","14.6","3.4","10.7","1.8","8.1","2.0","4.5","1.2","16.7","3.7","12.2","1.6","10.3","2.1","8.0","1.9","15.3","3.2","17.2","1.9","18.0","2.3","17.0","2.7","14.7","3.2","14.0","1.8","16.5","2.3","19.0","2.7","8.6","2.6","14.4","1.8","18.8","2.6","23.2","3.3","4.3","1.9","7.1","1.4","8.9","1.9","11.4","2.6","2.8","1.8","7.6","1.4","11.0","1.9","14.4","2.6","0.8","0.7","64319","2953","83024","4035","98472","5081","32728","2387","86505","4061","105646","5616","N","N","44435","3358","28.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.2","(X)"
"0500000US48441","Taylor County, Texas","49811","1537","32688","1657","23817","1713","17123","1498","6.0","1.6","3.9","2.0","0.4","0.6","11.5","3.7","6.2","1.6","3.6","1.7","1.3","1.0","12.0","3.8","9.8","2.3","7.9","2.4","3.7","2.0","15.3","4.8","12.5","2.4","10.1","3.0","8.7","3.0","14.6","4.0","17.8","3.1","17.1","3.4","15.3","3.9","19.7","6.2","15.3","2.8","15.0","3.3","17.8","4.3","14.3","4.2","11.8","2.3","16.2","3.0","19.8","4.0","4.6","2.6","12.4","2.5","16.0","3.2","19.8","3.9","5.5","3.0","4.4","1.4","5.5","1.8","7.3","2.4","1.0","1.3","3.7","1.2","4.7","1.7","6.1","2.2","1.4","1.3","47508","2986","60767","7759","77503","5114","31745","5953","66633","3875","77948","5151","N","N","42136","4485","29.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.9","(X)"
"0500000US48471","Walker County, Texas","22693","1371","13354","1512","N","N","9339","1452","18.0","5.1","5.3","3.7","N","N","36.1","11.7","7.9","4.1","6.2","4.5","N","N","10.9","7.5","10.2","4.9","4.8","4.2","N","N","18.2","9.3","11.2","4.2","9.2","4.5","N","N","14.1","7.1","12.5","3.6","14.9","4.9","N","N","10.2","5.9","12.3","3.4","15.5","5.2","N","N","6.9","4.5","10.9","3.5","17.8","5.8","N","N","0.9","1.3","9.1","3.0","12.9","4.8","N","N","2.7","2.4","5.6","2.5","9.9","4.4","N","N","0.0","2.3","2.2","1.3","3.5","2.2","N","N","0.0","2.3","40100","7234","64651","11618","85187","13140","18263","7176","57559","6437","81215","11059","N","N","22275","4978","58.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","65.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","46.8","(X)"
"0500000US50007","Chittenden County, Vermont","66095","1198","37668","1866","N","N","28427","1865","5.4","1.5","1.7","0.9","N","N","10.6","3.1","4.5","1.4","1.5","1.2","N","N","8.5","3.3","6.3","1.6","3.7","1.8","N","N","10.6","3.1","6.6","1.7","3.4","1.7","N","N","10.1","3.2","10.1","2.1","8.0","2.8","N","N","13.2","3.4","16.6","2.5","16.1","3.4","N","N","20.1","4.3","16.4","2.1","19.8","3.4","N","N","10.8","2.8","19.5","2.3","25.1","3.5","N","N","10.8","3.3","7.1","1.4","9.6","2.2","N","N","2.7","1.9","7.4","1.5","11.0","2.3","N","N","2.6","1.3","75852","5634","95143","3154","105359","5167","44282","6773","93088","5984","114757","8042","N","N","61491","7194","28.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.1","(X)"
"0500000US51740","Portsmouth city, Virginia","34578","1559","19958","1639","N","N","14620","1552","11.9","2.9","6.8","3.0","N","N","20.4","5.3","4.8","2.0","3.3","2.3","N","N","5.9","3.3","10.3","2.6","6.1","2.9","N","N","17.4","4.4","10.8","2.5","12.8","3.8","N","N","7.1","2.9","14.2","2.6","17.6","4.2","N","N","13.6","4.2","18.8","3.1","14.8","3.7","N","N","21.5","5.9","13.9","2.8","18.4","3.7","N","N","6.3","3.3","10.4","2.6","13.9","3.9","N","N","4.8","2.9","2.9","1.2","3.6","1.7","N","N","1.9","1.5","2.0","0.9","2.6","1.6","N","N","1.2","1.3","47919","4155","55469","5929","80894","5087","32123","13211","62215","6865","72850","10150","N","N","44846","6759","52.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","56.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","48.1","(X)"
"0500000US54107","Wood County, West Virginia","36064","1022","22130","1538","N","N","13934","1465","7.1","2.2","4.7","2.4","N","N","11.7","3.8","6.3","1.8","2.4","1.4","N","N","12.6","4.2","15.8","2.9","11.3","2.8","N","N","26.5","5.1","12.1","3.2","9.1","3.4","N","N","15.7","4.6","14.8","2.9","16.2","4.0","N","N","11.1","4.3","15.0","2.8","17.8","3.5","N","N","10.4","3.8","11.8","3.2","15.5","4.6","N","N","5.6","3.2","10.7","2.2","14.4","3.5","N","N","4.4","2.3","4.1","1.1","5.9","1.9","N","N","0.6","0.6","2.4","1.3","2.9","1.4","N","N","1.5","2.3","43563","4858","58633","7693","69633","8216","24624","2803","59884","3804","73046","5737","N","N","36890","4718","36.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.6","(X)"
"0500000US56025","Natrona County, Wyoming","32240","1234","20266","1475","N","N","11974","1276","5.1","1.8","3.1","1.9","N","N","8.5","3.7","1.4","0.9","1.4","1.1","N","N","1.4","1.4","9.0","2.3","3.2","1.8","N","N","18.9","5.3","9.5","2.3","8.2","2.6","N","N","13.2","4.9","12.6","3.0","12.7","3.3","N","N","13.6","4.7","20.3","3.7","21.0","4.8","N","N","23.3","6.0","12.7","3.1","13.4","3.8","N","N","9.5","4.7","14.4","3.6","16.9","4.5","N","N","5.8","3.8","8.2","2.7","11.6","4.1","N","N","2.5","2.2","6.6","2.2","8.6","3.0","N","N","3.3","2.7","64833","5084","75911","9669","91341","8432","42046","9966","88204","8187","104935","12116","N","N","56140","8011","25.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.3","(X)"
"0500000US01055","Etowah County, Alabama","38625","1544","26319","1982","N","N","12306","1542","5.6","1.6","3.5","1.7","N","N","12.5","4.3","5.6","1.8","5.4","2.6","N","N","9.1","3.3","14.1","2.6","11.4","3.3","N","N","23.5","6.3","14.5","3.5","12.2","3.3","N","N","14.2","5.9","13.9","2.4","11.4","2.9","N","N","19.6","4.8","14.9","2.6","15.1","2.8","N","N","12.3","4.5","13.4","3.0","19.0","4.0","N","N","1.2","1.5","13.4","2.8","16.1","3.7","N","N","5.7","3.6","2.4","1.3","3.4","1.9","N","N","0.2","0.4","2.2","1.1","2.5","1.5","N","N","1.7","1.8","45868","3875","60788","4929","76709","3175","28814","5121","63046","4535","70556","5687","N","N","42710","7553","38.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.7","(X)"
"0500000US01081","Lee County, Alabama","59336","1847","37314","2412","N","N","22022","2241","13.6","2.8","5.4","2.8","N","N","27.5","6.3","5.7","1.8","1.8","1.1","N","N","12.6","4.3","11.4","2.6","8.2","3.2","N","N","16.5","4.5","10.4","2.4","8.8","3.3","N","N","14.7","4.7","10.8","2.3","12.6","3.0","N","N","9.1","3.6","12.5","2.4","13.4","3.1","N","N","9.6","3.1","11.4","2.4","15.8","3.6","N","N","3.4","1.7","13.6","2.1","18.5","3.3","N","N","4.5","2.7","5.3","1.3","8.0","2.2","N","N","0.6","0.5","5.3","1.6","7.5","2.4","N","N","1.5","1.1","46456","5092","74592","8025","90631","7052","22075","4835","73270","5858","93138","7872","N","N","38151","8881","35.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.6","(X)"
"0500000US02020","Anchorage Municipality, Alaska","105285","2132","69667","2852","53505","2756","35618","2751","3.2","0.8","1.7","0.9","0.4","0.4","7.4","2.1","2.4","0.8","1.9","0.9","0.8","0.6","3.9","1.6","5.2","1.1","3.3","1.1","2.3","1.0","9.2","2.3","5.1","1.1","4.2","1.5","2.8","1.3","8.9","2.3","9.9","1.4","8.2","1.8","5.8","1.5","14.3","2.6","19.6","2.2","17.0","2.8","15.3","3.3","25.3","4.4","13.9","1.7","13.8","2.1","13.1","2.2","13.2","3.6","19.5","2.3","22.9","2.7","27.1","3.4","9.3","2.4","9.8","1.5","12.5","2.2","15.2","2.7","4.3","1.6","11.3","1.6","14.4","2.1","17.2","2.7","4.3","1.6","83648","5039","99797","5098","113475","6404","53789","4170","106660","4553","122823","5929","136538","7523","68678","5966","30.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.5","(X)"
"0500000US08031","Denver County, Colorado","310324","3035","145101","4267","108060","4147","165223","4741","6.0","0.8","3.3","1.0","1.3","0.6","8.9","1.4","3.7","0.6","1.9","0.6","0.8","0.5","5.4","0.9","7.4","0.8","5.1","0.9","2.3","0.8","9.7","1.2","8.2","1.0","7.0","1.3","5.0","1.2","9.5","1.5","10.9","0.9","8.8","1.3","8.5","1.5","12.7","1.5","17.9","1.3","16.2","1.6","13.6","1.8","19.9","1.9","11.5","0.8","12.5","1.4","12.7","1.6","10.3","1.2","15.9","1.1","18.8","1.5","22.4","1.8","13.0","1.4","8.3","0.9","10.5","1.2","12.8","1.6","5.9","1.1","10.1","1.0","16.1","1.6","20.5","2.0","4.7","1.0","68377","2873","90020","4353","110654","4368","54571","3088","99728","3526","127709","5411","149149","6758","73208","3544","30.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.3","(X)"
"0500000US12021","Collier County, Florida","144172","4574","97654","4098","80401","3770","46518","3499","3.3","1.1","2.1","1.1","0.8","0.4","6.8","2.5","4.4","1.0","2.6","1.0","1.4","0.8","8.9","2.5","7.6","1.5","5.2","1.4","4.1","1.4","13.1","3.1","8.0","1.1","7.5","1.8","5.2","1.4","11.2","2.4","13.1","1.8","12.0","1.9","10.6","2.1","16.7","3.6","17.0","1.8","16.9","2.1","16.0","2.1","15.3","3.3","13.1","1.6","14.4","2.1","16.2","2.5","9.2","2.3","13.8","1.9","15.1","2.4","17.0","2.6","8.4","2.3","8.0","1.5","9.3","2.0","11.0","2.4","5.5","2.1","11.8","1.4","14.9","1.9","17.6","2.2","5.0","1.9","69867","3962","80597","6176","92654","3510","44166","4859","112143","6842","130376","9083","N","N","69251","7244","35.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.7","(X)"
"0500000US12086","Miami-Dade County, Florida","895801","6705","622526","8712","394815","7535","273275","8248","8.6","0.6","4.7","0.4","2.4","0.4","18.7","1.4","4.7","0.4","3.4","0.4","2.5","0.4","8.3","1.0","11.7","0.6","10.9","0.7","7.2","0.8","15.3","1.4","9.9","0.5","10.7","0.7","8.8","0.9","9.3","1.0","12.8","0.7","13.3","0.8","12.2","0.9","11.9","1.1","17.7","0.7","18.6","0.9","17.9","1.1","14.7","1.3","11.1","0.6","11.8","0.8","13.7","1.0","7.7","0.9","11.7","0.5","13.0","0.7","16.2","1.0","7.4","0.8","5.5","0.4","6.1","0.5","8.4","0.8","3.1","0.7","6.4","0.4","7.3","0.5","10.7","0.7","3.8","0.7","52205","953","58389","1268","73331","2252","32695","2229","79418","1380","86633","1836","106478","2803","57604","3541","37.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.8","(X)"
"0500000US18097","Marion County, Indiana","373634","3704","206317","5134","129717","4631","167317","5268","8.1","0.7","5.8","1.0","2.2","0.8","12.1","1.4","5.1","0.7","2.9","0.6","1.0","0.5","8.2","1.3","11.4","0.9","7.2","1.0","3.5","0.7","16.7","1.4","11.2","0.9","9.8","1.2","6.0","1.2","14.0","1.3","16.0","1.1","15.4","1.5","11.7","1.4","16.7","1.7","18.5","1.2","19.6","1.5","21.1","1.9","16.1","2.0","10.7","0.9","13.3","1.2","17.3","1.7","6.8","1.0","11.6","0.9","15.3","1.3","21.3","2.0","6.5","1.2","4.0","0.5","5.8","0.9","8.9","1.3","1.2","0.4","3.5","0.4","4.9","0.6","7.1","0.9","1.6","0.5","47780","1777","61579","2027","80718","2326","33994","2090","67400","2141","81251","2875","102562","3703","47505","2573","36.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.2","(X)"
"0500000US20045","Douglas County, Kansas","48907","1134","26355","1553","N","N","22552","1809","8.5","2.9","3.9","2.5","N","N","15.6","5.7","4.6","2.0","1.8","1.8","N","N","7.9","3.8","10.0","2.6","5.2","2.9","N","N","17.5","4.5","8.7","2.3","4.3","2.1","N","N","14.0","4.2","12.7","2.7","10.2","3.4","N","N","11.9","4.1","18.8","3.5","20.7","4.9","N","N","17.7","5.1","10.6","2.5","15.3","4.2","N","N","4.7","2.2","15.8","2.6","22.2","4.0","N","N","8.6","3.0","6.0","1.4","9.3","2.3","N","N","1.2","1.2","4.4","1.3","7.3","2.3","N","N","0.8","1.0","54668","8815","80818","6315","94028","9249","30630","3471","74530","4789","99648","8229","N","N","42196","4297","24.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.0","(X)"
"0500000US22063","Livingston Parish, Louisiana","49084","1957","35951","3154","N","N","13133","2663","5.1","2.3","2.3","1.6","N","N","14.4","7.1","1.7","0.9","0.7","0.8","N","N","4.4","2.6","9.3","2.7","7.3","3.3","N","N","14.6","7.2","8.9","2.9","10.8","4.4","N","N","7.8","5.2","12.1","3.2","11.2","3.9","N","N","17.3","7.2","20.2","3.5","18.3","4.1","N","N","21.9","8.6","8.6","2.6","10.3","3.5","N","N","2.0","2.0","18.1","3.6","22.2","4.5","N","N","4.9","4.0","9.0","3.3","10.0","4.1","N","N","5.0","5.3","7.1","2.9","6.9","2.4","N","N","7.6","8.2","64067","6299","74360","12968","103579","10040","41236","7257","88406","8712","96957","10631","N","N","59306","17354","34.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.7","(X)"
"0500000US26037","Clinton County, Michigan","29783","784","20746","1035","N","N","9037","946","3.9","1.3","2.1","1.2","N","N","9.0","3.8","2.0","0.8","0.6","0.6","N","N","5.5","2.4","9.1","2.3","4.5","2.1","N","N","19.7","4.9","7.3","1.7","4.2","1.6","N","N","15.6","5.0","12.6","2.2","9.5","2.2","N","N","21.0","5.2","20.2","2.7","23.1","3.7","N","N","12.0","4.1","17.9","2.6","21.5","3.9","N","N","9.1","3.4","16.5","2.7","20.8","3.4","N","N","5.8","3.5","6.7","1.8","9.0","2.6","N","N","1.0","0.9","3.8","1.3","4.8","1.6","N","N","1.3","1.3","69522","5035","80707","4218","88750","7725","35092","3332","81448","4948","95604","6375","N","N","45842","5783","28.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.5","(X)"
"0500000US28059","Jackson County, Mississippi","51659","2358","33753","2417","N","N","17906","2101","8.2","2.1","5.2","2.1","N","N","13.9","4.5","7.3","2.2","4.7","2.4","N","N","12.3","4.4","10.6","2.8","8.6","3.2","N","N","15.6","4.3","9.8","2.5","9.4","3.0","N","N","10.4","4.6","13.6","3.0","12.2","3.7","N","N","16.4","5.2","19.9","3.3","20.2","4.0","N","N","18.5","6.0","14.4","2.6","17.6","3.5","N","N","9.4","3.7","10.6","2.7","14.8","3.7","N","N","1.6","1.6","3.1","1.3","4.5","2.0","N","N","0.0","1.1","2.5","1.0","2.9","1.6","N","N","1.8","1.9","50546","4577","61281","7070","76118","4241","33540","5308","62412","4615","73127","6510","N","N","40690","5170","36.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.1","(X)"
"0500000US36019","Clinton County, New York","31392","1414","20558","1449","N","N","10834","1281","6.3","2.1","2.8","1.4","N","N","13.9","5.1","4.5","2.0","1.4","0.9","N","N","11.6","5.2","8.4","2.5","8.4","3.5","N","N","8.5","3.9","7.5","2.4","4.5","1.6","N","N","16.1","5.3","15.0","3.7","17.3","4.2","N","N","15.1","5.8","20.7","3.4","18.2","3.8","N","N","22.1","7.0","14.0","3.1","16.7","3.7","N","N","6.3","3.5","15.5","3.2","19.9","4.3","N","N","4.8","3.0","4.8","1.7","5.8","2.3","N","N","1.2","1.5","3.4","1.7","5.0","2.6","N","N","0.4","0.5","56704","5379","68710","9444","79375","7256","34931","6484","70808","5104","82339","6354","N","N","42496","4690","33.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.1","(X)"
"0500000US36061","New York County, New York","752258","9358","319832","9154","214547","7813","432426","8588","8.5","0.7","5.7","0.8","1.6","0.4","10.8","1.0","5.0","0.6","3.3","0.7","1.9","0.7","6.3","0.8","7.9","0.7","7.5","1.0","5.0","1.1","8.2","1.0","5.2","0.6","4.9","0.7","3.4","0.8","5.6","0.7","7.7","0.6","7.4","1.0","5.9","1.1","7.8","0.8","11.4","0.9","11.0","1.3","7.7","1.3","12.2","1.1","9.7","0.7","7.9","0.9","7.8","1.2","10.8","1.1","14.1","0.8","12.1","1.3","12.9","1.4","15.0","1.2","8.0","0.6","7.5","0.8","9.9","1.2","8.2","0.9","22.7","0.7","32.6","1.6","43.9","2.1","15.1","1.1","85066","3480","107493","4521","166622","9113","72804","3397","156633","4044","216376","8694","280588","12039","110163","3565","34.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.0","(X)"
"0500000US36091","Saratoga County, New York","94156","2358","60841","2866","49122","2768","33315","2708","2.7","0.8","1.3","0.8","0.7","0.7","5.8","1.8","2.8","1.0","1.1","0.6","0.5","0.4","6.5","2.7","5.9","1.3","2.4","0.9","1.5","0.7","12.7","3.4","6.0","1.3","4.6","1.6","2.2","1.2","9.1","2.4","10.5","1.7","7.4","1.6","6.5","1.4","16.5","3.4","16.8","1.7","16.3","2.2","13.6","2.3","18.0","3.2","14.1","1.8","14.5","1.8","15.1","2.3","12.8","3.5","22.2","1.8","27.2","2.7","30.3","3.0","12.7","2.9","10.0","1.4","12.6","2.0","14.6","2.3","3.9","1.6","9.0","1.5","12.7","2.0","14.9","2.4","2.0","1.0","83765","4232","103182","4405","114020","6119","49591","2942","104904","4702","126266","6127","N","N","61710","3712","27.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.3","(X)"
